Movie_Id,Title,Status,Language,Budget,Revenue,Runtime,Release_Year,Release_Date,Popularity,Vote_Average,Vote_Count,Crew_Name,Actor_Name,Genre_Name,Company_Name,Country_Name
10647,Pay It Forward,Released,En,40000000,55707411,122,2000,12-10-2000 00:00,24.313684,7,432,,Kevin Spacey,Drama,Bel Air Entertainment,United States Of America
10655,Gettysburg,Released,En,0,25000000,254,1993,08-10-1993 00:00,5.529035,6.6,90,,Jeff Daniels,War,Tristar Television,United States Of America
10656,Subway,Released,Fr,2000000,390659,104,1985,10-04-1985 00:00,5.261065,6.3,86,,Isabelle Adjani,Action,Gaumont,France
10658,Howard the Duck,Released,En,37000000,37962774,110,1986,01-08-1986 00:00,11.374306,5.1,221,,Lea Thompson,Comedy,Lucasfilm,United States Of America
10661,You Don't Mess with the Zohan,Released,En,90000000,201596308,113,2008,05-06-2008 00:00,40.597344,5.5,1048,,Adam Sandler,Comedy,Columbia Pictures,United States Of America
10663,The Waterboy,Released,En,23000000,185991646,90,1998,06-11-1998 00:00,23.839127,5.9,512,,Adam Sandler,Comedy,Touchstone Pictures,United States Of America
10664,[REC]²,Released,Es,5600000,18469680,85,2009,15-09-2009 00:00,22.341462,6.4,489,,Manuela Velasco,Thriller,Filmax,Spain
10673,Wall Street,Released,En,15000000,43848069,126,1987,10-12-1987 00:00,24.898687,7,546,,Charlie Sheen,Crime,Twentieth Century Fox Film Corporation,United States Of America
10674,Mulan,Released,En,90000000,304320254,88,1998,18-06-1998 00:00,67.427755,7.6,2008,,Eddie Murphy,Animation,Walt Disney Pictures,United States Of America
10676,Halloween III: Season of the Witch,Released,En,2500000,14400000,98,1982,22-10-1982 00:00,12.030456,5,229,,Tom Atkins,Horror,Universal Pictures,United States Of America
10678,Bringing Down the House,Released,En,20000000,132675402,105,2003,07-03-2003 00:00,8.351385,5.4,183,,Steve Martin,Comedy,Hyde Park Films,United States Of America
10681,WALL·E,Released,En,180000000,521311860,98,2008,22-06-2008 00:00,66.390712,7.8,6296,,Ben Burtt,Animation,Walt Disney Pictures,United States Of America
10683,Happiness,Released,En,3000000,2807390,139,1998,16-10-1998 00:00,10.757539,7.4,194,,Jane Adams,Comedy,Killer Films,United States Of America
10684,Courage Under Fire,Released,En,46000000,100860818,117,1996,04-07-1996 00:00,12.971122,6.2,232,,Denzel Washington,Drama,Fox 2000 Pictures,United States Of America
10685,The Watcher,Released,En,33000000,0,96,2000,08-09-2000 00:00,7.339908,4.9,110,,James Spader,Mystery,Universal Pictures,United States Of America
10691,Crazy/Beautiful,Released,En,13000000,16929123,99,2001,29-06-2001 00:00,6.130096,6.6,96,,Kirsten Dunst,Drama,Touchstone Pictures,United States Of America
10696,Glitter,Released,En,22000000,5271666,104,2001,21-09-2001 00:00,3.809131,3.4,38,,Mariah Carey,Drama,Twentieth Century Fox Film Corporation,United States Of America
10705,Henry V,Released,En,9000000,0,137,1989,05-10-1989 00:00,4.641006,7.4,71,,Kenneth Branagh,War,Bbc Films,United Kingdom
10707,The Squid and the Whale,Released,En,1500000,11098131,81,2005,05-10-2005 00:00,13.788054,6.9,226,,Jeff Daniels,Comedy,Destination Films,United States Of America
10708,Daddy Day Care,Released,En,60000000,164433867,92,2003,03-05-2003 00:00,18.106021,5.6,506,,Eddie Murphy,Comedy,Columbia Pictures,United States Of America
10710,Envy,Released,En,40000000,0,99,2004,30-04-2004 00:00,9.842771,4.8,139,,Ben Stiller,Comedy,Columbia Pictures,United States Of America
10712,Far from Heaven,Released,En,13500000,29027914,107,2002,01-09-2002 00:00,9.982885,6.9,144,,Julianne Moore,Drama,Clear Blue Sky Productions,United States Of America
10715,Looney Tunes: Back in Action,Released,En,80000000,68514844,90,2003,14-11-2003 00:00,16.715631,5.6,297,,Brendan Fraser,Animation,Lonely Film Productions Gmbh & Co. Kg.,Germany
10718,Torque,Released,En,40000000,46546197,84,2004,16-01-2004 00:00,7.360793,4.7,119,,Martin Henderson,Action,Village Roadshow Pictures,Australia
10719,Elf,Released,En,32000000,173398518,97,2003,09-10-2003 00:00,16.901954,6.4,987,,Will Ferrell,Comedy,New Line Cinema,United States Of America
10724,Firefox,Released,En,18000000,70687344,136,1982,13-06-1982 00:00,8.700565,5.5,139,,Clint Eastwood,Science Fiction,Malpaso Productions,United States Of America
10727,Darkness Falls,Released,En,0,0,86,2003,24-01-2003 00:00,11.199544,4.9,161,,Chaney Kley,Thriller,Village Roadshow Pictures,Australia
10731,The Client,Released,En,45000000,117615211,119,1994,20-07-1994 00:00,17.746719,6.4,278,,Susan Sarandon,Drama,Regency Enterprises,United States Of America
10733,The Alamo,Released,En,145000000,25819961,137,2004,07-04-2004 00:00,10.660441,5.8,106,,Dennis Quaid,Western,Imagine Entertainment,United States Of America
10734,Escape from Alcatraz,Released,En,8000000,43000000,111,1979,22-06-1979 00:00,26.356697,7.2,561,,Clint Eastwood,Crime,Paramount Pictures,United States Of America
10735,What a Girl Wants,Released,En,0,0,105,2003,27-03-2003 00:00,7.057765,5.8,368,,Amanda Bynes,Comedy,Dinovi Pictures,United States Of America
10739,Anything Else,Released,En,0,0,108,2003,27-08-2003 00:00,8.945081,6.2,149,,Woody Allen,Comedy,Dreamworks Skg,United Kingdom
10740,Birth,Released,En,20000000,0,100,2004,08-09-2004 00:00,7.698075,5.9,179,,Nicole Kidman,Drama,Fine Line Features,France
10741,Bobby,Released,En,0,0,120,2006,05-09-2006 00:00,11.706309,6.4,119,,Anthony Hopkins,History,The Weinstein Company,United States Of America
10743,Confidence,Released,En,0,0,97,2003,25-04-2003 00:00,9.87419,6.4,126,,Edward Burns,Action,Cinerenta Medienbeteiligungs Kg,Canada
10744,The Cooler,Released,En,32000000,0,101,2003,17-01-2003 00:00,9.976428,6.7,89,,William H. Macy,Drama,Contentfilm,United States Of America
10748,St. Trinian's,Released,En,0,0,101,2007,21-12-2007 00:00,7.377587,5.6,142,,Talulah Riley,Comedy,Ealing Studios,United Kingdom
10756,The Haunted Mansion,Released,En,90000000,182290266,99,2003,25-11-2003 00:00,16.302378,5.2,466,,Eddie Murphy,Thriller,Walt Disney Pictures,United States Of America
10758,Waitress,Released,En,2000000,22179430,108,2007,25-05-2007 00:00,9.67299,6.7,129,,Keri Russell,Comedy,Night And Day Pictures,United States Of America
10760,Sydney White,Released,En,16500000,13620075,108,2007,21-09-2007 00:00,10.74648,6,236,,Amanda Bynes,Comedy,Morgan Creek Productions,United States Of America
10761,Made of Honor,Released,En,40000000,84601681,101,2008,02-05-2008 00:00,19.574774,6,394,,Patrick Dempsey,Comedy,Columbia Pictures,United Kingdom
10762,Without a Paddle,Released,En,19000000,69631118,95,2004,20-08-2004 00:00,8.584398,5.3,214,,Seth Green,Action,Paramount Pictures,United States Of America
10764,Quantum of Solace,Released,En,200000000,586090727,106,2008,30-10-2008 00:00,107.928811,6.1,2965,,Daniel Craig,Adventure,Eon Productions,United Kingdom
10765,Private Benjamin,Released,En,0,0,109,1980,06-10-1980 00:00,12.18838,6,102,,Goldie Hawn,Comedy,Warner Bros.,United States Of America
10771,The Tuxedo,Released,En,0,0,98,2002,27-09-2002 00:00,21.549232,5.3,483,,Jackie Chan,Thriller,Dreamworks Skg,United States Of America
10773,Mrs Henderson Presents,Released,En,0,0,103,2005,09-09-2005 00:00,2.894154,6.4,62,,Judi Dench,Comedy,,United Kingdom
10774,Network,Released,En,3800000,23689877,121,1976,01-11-1976 00:00,17.234745,7.7,381,,Faye Dunaway,Drama,United Artists,United States Of America
10776,Little Shop of Horrors,Released,En,25000000,38748395,94,1986,19-12-1986 00:00,12.113235,6.6,384,,Rick Moranis,Horror,The Geffen Company,United States Of America
10781,The Texas Chainsaw Massacre: The Beginning,Released,En,16000000,0,91,2006,06-10-2006 00:00,21.380635,5.9,402,,Jordana Brewster,Horror,New Line Cinema,United States Of America
10782,Basic,Released,En,50000000,42792561,98,2003,18-04-2003 00:00,19.226763,6.2,286,,John Travolta,Action,Intermedia Films,United States Of America
10783,Lucky Numbers,Released,En,65000000,0,105,2000,27-10-2000 00:00,2.952595,4.9,52,,John Travolta,Action,Paramount Pictures,France
10786,Robin and Marian,Released,En,0,0,106,1976,11-03-1976 00:00,3.199904,6.6,50,,Sean Connery,Action,Columbia Pictures Corporation,United Kingdom
10796,The One,Released,En,49000000,72700000,87,2001,02-11-2001 00:00,21.746245,5.7,437,,Jet Li,Action,Columbia Pictures,United States Of America
10800,Dragon Hunters,Released,Fr,15000000,0,80,2008,19-03-2008 00:00,8.884405,6.5,129,,Vincent Lindon,Animation,Futurikon,France
10802,Showgirls,Released,En,45000000,20350754,128,1995,22-09-1995 00:00,14.513305,4.9,256,,Elizabeth Berkley,Drama,United Artists,France
10803,Logan's Run,Released,En,9000000,25000000,119,1976,23-06-1976 00:00,12.268143,6.6,269,,Michael York,Adventure,Metro-Goldwyn-Mayer (Mgm),United States Of America
10806,In & Out,Released,En,35000000,0,90,1997,10-09-1997 00:00,11.897925,6.3,177,,Kevin Kline,Comedy,Paramount Pictures,United States Of America
10808,Dr. Dolittle 2,Released,En,70000000,176104344,87,2001,22-06-2001 00:00,13.543053,4.9,410,,Eddie Murphy,Comedy,Twentieth Century Fox Film Corporation,United States Of America
10822,Savage Grace,Released,En,4600000,0,97,2007,18-05-2007 00:00,3.531877,5.7,60,,Julianne Moore,Drama,Celluloid Dreams,United States Of America
10833,Heartbreakers,Released,En,35000000,0,123,2001,23-03-2001 00:00,13.932203,5.7,254,,Sigourney Weaver,Crime,Davis Entertainment,United States Of America
10858,Nixon,Released,En,44000000,13681765,192,1995,22-12-1995 00:00,3.770161,7.1,71,,Anthony Hopkins,History,Hollywood Pictures,United States Of America
10861,Maximum Risk,Released,En,25000000,51702483,100,1996,13-09-1996 00:00,10.115011,5.2,101,,Jean-Claude Van Damme,Action,Columbia Pictures,United States Of America
10865,Atlantis: The Lost Empire,Released,En,120000000,186053725,95,2001,02-06-2001 00:00,51.548589,6.7,1224,,Michael J. Fox,Animation,Walt Disney Pictures,United States Of America
10866,Joy Ride,Released,En,23000000,36642838,97,2001,05-10-2001 00:00,11.183197,6.3,325,,Steve Zahn,Mystery,Regency Enterprises,United States Of America
10871,Switchback,Released,En,37000000,6482195,118,1997,31-10-1997 00:00,4.131546,5.8,52,,Dennis Quaid,Action,Paramount Pictures,United States Of America
10873,Shadow of the Vampire,Released,En,8000000,8279017,92,2000,15-05-2000 00:00,5.93923,6.6,148,,John Malkovich,Drama,Saturn Films,United States Of America
10876,Quills,Released,En,13500000,7060876,124,2000,22-11-2000 00:00,7.261196,6.8,128,,Geoffrey Rush,Drama,Fox Searchlight Pictures,Germany
10877,Exit Wounds,Released,En,50000000,79958599,101,2001,13-03-2001 00:00,12.601306,5.3,110,,Steven Seagal,Action,Village Roadshow Pictures,Canada
10878,Saving Silverman,Released,En,22000000,19351569,90,2001,09-02-2001 00:00,12.887673,5.4,154,,Jason Biggs,Comedy,Village Roadshow Pictures,United States Of America
10885,Shutter,Released,En,0,0,85,2008,21-03-2008 00:00,8.864368,5.3,180,,Joshua Jackson,Horror,Regency Enterprises,United States Of America
10890,Stripes,Released,En,10000000,85300000,106,1981,25-06-1981 00:00,10.892398,6.5,249,,Bill Murray,Action,Columbia Pictures Industries,United States Of America
10894,May,Released,En,500000,150277,93,2002,13-01-2002 00:00,8.650779,6.3,152,,Angela Bettis,Drama,A Loopy Production Llc,United States Of America
10895,Pinocchio,Released,En,2600000,84300000,88,1940,23-02-1940 00:00,46.007991,6.9,1355,,Mel Blanc,Animation,Rko Radio Pictures,United States Of America
10913,Dear Wendy,Released,En,0,0,105,2005,22-01-2005 00:00,2.597665,5.6,33,,Jamie Bell,Comedy,Zentropa Entertainments,Denmark
10914,All Hat,Released,En,0,0,89,2007,11-09-2007 00:00,0.137535,1,1,,Rachael Leigh Cook,Action,New Real Films,Canada
10923,Agent Cody Banks,Released,En,28000000,58795814,102,2003,14-03-2003 00:00,11.859396,5,284,,Frankie Muniz,Action,Splendid Pictures,Canada
10925,The Return of the Living Dead,Released,En,4000000,14237000,91,1985,15-05-1985 00:00,14.961629,7.3,267,,Clu Gulager,Comedy,Hemdale Film Corporation,United States Of America
10929,Willard,Released,En,22000000,0,100,2003,14-03-2003 00:00,1.322528,5.8,82,,Crispin Glover,Horror,New Line Cinema,United States Of America
10930,The Flower of Evil,Released,Fr,0,0,104,2003,09-02-2003 00:00,1.229667,5.7,10,,Benoît Magimel,Drama,,France
10934,Under the Tuscan Sun,Released,En,0,0,113,2003,30-04-2003 00:00,12.309718,6.4,172,,Diane Lane,Comedy,Timnick Films,Italy
10935,Heaven's Gate,Released,En,44000000,3484331,219,1980,19-11-1980 00:00,5.380124,6.4,55,,Kris Kristofferson,Action,United Artists,United States Of America
10944,In the Cut,Released,En,12000000,23,119,2003,09-09-2003 00:00,10.536092,4.6,89,,Meg Ryan,Mystery,Pathe Productions,Australia
10947,High School Musical,Released,En,4200000,0,98,2006,20-01-2006 00:00,16.536374,6.1,1000,,Zac Efron,Comedy,Disney Channel,United States Of America
10950,I Am Sam,Released,En,22000000,92542418,132,2001,28-12-2001 00:00,26.071644,7.2,530,,Sean Penn,Drama,New Line Cinema,United States Of America
10955,Ripley's Game,Released,En,30000000,0,110,2002,02-09-2002 00:00,2.981047,6.6,69,,John Malkovich,Crime,Mr. Mudd Production,United Kingdom
10956,Joe Dirt,Released,En,17700000,30987695,91,2001,10-04-2001 00:00,15.976335,5.5,242,,David Spade,Mystery,Columbia Pictures,United States Of America
10970,Silent Movie,Released,En,0,0,86,1976,17-06-1976 00:00,7.315935,6.7,78,,Mel Brooks,Comedy,Crossbow Productions,United States Of America
10972,Session 9,Released,En,1500000,373967,100,2001,10-08-2001 00:00,11.064228,6.2,251,,Peter Mullan,Horror,October Films,United States Of America
10981,Nothing,Released,En,0,0,90,2003,09-09-2003 00:00,3.408955,5.8,38,,David Hewlett,Comedy,,Canada
10982,Hoodwinked!,Released,En,15000000,51053787,80,2005,16-12-2005 00:00,23.980329,5.9,479,,Anne Hathaway,Animation,The Weinstein Company,United States Of America
10984,Valentine,Released,En,0,0,96,2001,01-02-2001 00:00,5.904126,5,114,,Denise Richards,Horror,Village Roadshow Pictures,United States Of America
10985,The New Guy,Released,En,13000000,0,88,2002,10-05-2002 00:00,13.525704,5.7,151,,Dj Qualls,Comedy,Revolution Studios,United States Of America
10987,Halloween: The Curse of Michael Myers,Released,En,5000000,15116634,88,1995,29-09-1995 00:00,9.483717,5,170,,Donald Pleasence,Horror,Miramax Films,United States Of America
10991,Pokémon: Spell of the Unknown,Released,Ja,16000000,68411275,93,2000,08-07-2000 00:00,9.18885,5.9,137,,Veronica Taylor,Adventure,Tv Tokyo,Japan
10992,Cats & Dogs,Released,En,60000000,93375151,87,2001,04-07-2001 00:00,18.735024,5,352,,Jeff Goldblum,Comedy,Village Roadshow Pictures,United States Of America
10994,White Oleander,Released,En,0,0,109,2002,11-10-2002 00:00,9.423866,7.2,108,,Alison Lohman,Drama,Pandora Filmproduktion,Germany
10996,Stuart Little 2,Released,En,120000000,169956806,78,2002,19-07-2002 00:00,27.990284,5.4,613,,Michael J. Fox,Family,Columbia Pictures,United States Of America
10998,Fatal Attraction,Released,En,14000000,320145693,119,1987,11-09-1987 00:00,16.742972,6.6,291,,Michael Douglas,Drama,Paramount Pictures,United States Of America
10999,Commando,Released,En,10000000,57500000,90,1985,03-10-1985 00:00,34.224204,6.4,742,,Arnold Schwarzenegger,Action,Twentieth Century Fox Film Corporation,United States Of America
11001,Blue Streak,Released,En,65000000,117758500,93,1999,17-09-1999 00:00,16.865782,6.1,352,,Martin Lawrence,Action,Columbia Pictures,Germany
11004,Wonder Boys,Released,En,35000000,0,111,2000,22-02-2000 00:00,9.011729,6.9,161,,Michael Douglas,Comedy,Paramount Pictures,Germany
11007,Cheaper by the Dozen,Released,En,40000000,190212113,98,2003,24-12-2003 00:00,26.516624,6,699,,Steve Martin,Comedy,Twentieth Century Fox Film Corporation,United States Of America
11011,Ri¢hie Ri¢h,Released,En,40000000,0,95,1994,19-12-1994 00:00,14.398356,5.4,415,,Macaulay Culkin,Comedy,Davis Entertainment,United States Of America
11013,Secretary,Released,En,4000000,9304609,104,2002,11-01-2002 00:00,19.107285,6.7,376,,James Spader,Comedy,Slough Pond,United States Of America
11015,The Relic,Released,En,60000000,33956608,110,1997,10-01-1997 00:00,12.621769,5.8,130,,Penelope Ann Miller,Horror,Paramount Pictures,Germany
11022,Narc,Released,En,6500000,12633747,105,2002,14-01-2002 00:00,8.526635,6.8,142,,Jason Patric,Action,Paramount Pictures,Canada
11023,Thirteen,Released,En,2000000,4601043,100,2003,20-08-2003 00:00,20.331593,6.7,339,,Evan Rachel Wood,Crime,Fox Searchlight Pictures,United States Of America
11024,Scooby-Doo 2: Monsters Unleashed,Released,En,0,181466833,93,2004,24-03-2004 00:00,22.644275,5.4,500,,Freddie Prinze Jr.,Mystery,Mosaic Media Group,United States Of America
11025,New York Minute,Released,En,0,0,91,2004,01-05-2004 00:00,10.0403,5.5,185,,Ashley Olsen,Comedy,Dinovi Pictures,United States Of America
11026,Exorcist: The Beginning,Released,En,80000000,78000586,114,2004,20-08-2004 00:00,15.761384,4.7,183,,Stellan Skarsgård,Horror,Morgan Creek Productions,United States Of America
11027,The Postman Always Rings Twice,Released,En,12000000,0,122,1981,20-03-1981 00:00,6.803763,6.4,110,,Jack Nicholson,Romance,Lorimar Film Entertainment,Germany
11033,Dressed to Kill,Released,En,6500000,31899000,105,1980,25-06-1980 00:00,11.208769,6.8,157,,Michael Caine,Horror,Filmways Pictures,United States Of America
11036,The Notebook,Released,En,29000000,115603229,123,2004,25-06-2004 00:00,55.109138,7.7,3067,,Rachel Mcadams,Romance,New Line Cinema,United States Of America
11042,The Barbarian Invasions,Released,Fr,8000000,3432342,99,2003,21-05-2003 00:00,3.03091,6.7,77,,Rémy Girard,Comedy,Pyramide Productions,Canada
11051,The Last Temptation of Christ,Released,En,7000000,8373585,164,1988,12-08-1988 00:00,14.672151,7,201,,Willem Dafoe,Drama,Universal Pictures,United States Of America
11056,Darkness,Released,En,0,0,102,2002,02-10-2002 00:00,6.340135,5.6,112,,Anna Paquin,Horror,Vía Digital,Spain
11058,Godsend,Released,En,25000000,30114487,102,2004,30-04-2004 00:00,12.10235,4.7,114,,Greg Kinnear,Drama,Lions Gate Films,Canada
11062,City Hall,Released,En,0,0,111,1996,16-02-1996 00:00,3.621837,6,67,,Al Pacino,Drama,Columbia Pictures,United States Of America
11065,O,Released,En,0,16017403,95,2001,31-08-2001 00:00,4.146752,5.8,75,,Mekhi Phifer,Drama,Filmengine,United States Of America
11066,Boomerang,Released,En,40000000,70100000,117,1992,30-06-1992 00:00,6.420434,5.4,134,,Eddie Murphy,Comedy,Paramount Pictures,United States Of America
11072,Blazing Saddles,Released,En,2600000,119500000,93,1974,07-02-1974 00:00,22.793929,7.2,609,,Cleavon Little,Western,Crossbow Productions,United States Of America
11086,The Majestic,Released,En,72000000,37317558,152,2001,21-12-2001 00:00,11.215702,6.6,188,,Jim Carrey,Drama,Village Roadshow Pictures,United States Of America
11090,The Animal,Released,En,22000000,84772742,84,2001,01-06-2001 00:00,13.786075,4.6,304,,Rob Schneider,Action,Revolution Studios,United States Of America
11091,Riding in Cars with Boys,Released,En,48000000,35743308,132,2001,19-10-2001 00:00,7.226115,6.5,103,,Drew Barrymore,Comedy,Columbia Pictures,United States Of America
11093,House of Sand and Fog,Released,En,16500000,16942795,126,2003,19-12-2003 00:00,12.102725,7,199,,Jennifer Connelly,Drama,Dreamworks Skg,United States Of America
11096,Hide and Seek,Released,En,25000000,122644820,101,2005,27-01-2005 00:00,18.228538,6.1,440,,Robert De Niro,Horror,Twentieth Century Fox Film Corporation,United States Of America
11109,Vera Drake,Released,En,11000000,0,125,2004,22-10-2004 00:00,4.131918,6.8,80,,Imelda Staunton,Crime,Ingenious Film Partners,United Kingdom
11113,My Fair Lady,Released,En,17000000,72070731,170,1964,21-10-1964 00:00,20.786616,7.4,352,,Audrey Hepburn,Drama,Warner Bros.,United States Of America
11128,Ladder 49,Released,En,60000000,74541707,115,2004,01-10-2004 00:00,10.99991,6.2,207,,Joaquin Phoenix,Drama,Casey Silver Productions,United States Of America
11129,Human Traffic,Released,En,600000,4000000,99,1999,04-06-1999 00:00,4.859873,6.8,97,,John Simm,Comedy,Irish Screen,United Kingdom
11130,The Princess Diaries 2: Royal Engagement,Released,En,40000000,95149435,113,2004,06-08-2004 00:00,30.002907,6,697,,Anne Hathaway,Comedy,Walt Disney Pictures,United States Of America
11132,Confessions of a Teenage Drama Queen,Released,En,15000000,29331068,89,2004,17-02-2004 00:00,7.424798,5.1,221,,Lindsay Lohan,Comedy,Walt Disney Pictures,Germany
11137,The Prince & Me,Released,En,0,0,111,2004,28-03-2004 00:00,17.943945,5.9,278,,Julia Stiles,Comedy,Paramount Pictures,Czech Republic
11141,Laws of Attraction,Released,En,28000000,30016165,90,2004,04-04-2004 00:00,6.201404,5.6,104,,Pierce Brosnan,Action,New Line Cinema,Germany
11152,The Ruins,Released,En,8000000,0,91,2008,02-04-2008 00:00,13.715715,5.6,265,,Shawn Ashmore,Drama,Spyglass Entertainment,United States Of America
11153,National Lampoon's Vacation,Released,En,15000000,61399552,98,1983,28-07-1983 00:00,22.838834,7.1,410,,Chevy Chase,Comedy,Warner Bros.,United States Of America
11156,Coco Before Chanel,Released,Fr,0,0,110,2009,22-04-2009 00:00,8.426589,6.6,246,,Audrey Tautou,Drama,France 2 Cinéma,Belgium
11162,The Merchant of Venice,Released,En,0,0,138,2004,03-09-2004 00:00,12.467267,6.7,144,,Al Pacino,Drama,Movision,United Kingdom
11165,Tora! Tora! Tora!,Released,En,25485000,29548291,144,1970,26-01-1970 00:00,9.795985,6.9,147,,Martin Balsam,History,Twentieth Century Fox Film Corporation,Japan
11170,We Are Marshall,Released,En,65000000,43545364,124,2006,12-12-2006 00:00,8.629665,6.7,186,,Matthew Mcconaughey,Drama,Legendary Pictures,United States Of America
11172,Music and Lyrics,Released,En,40000000,145896422,96,2007,09-02-2007 00:00,17.659032,6.2,554,,Drew Barrymore,Comedy,Village Roadshow Pictures,United States Of America
11176,The Muppet Movie,Released,En,0,76657000,97,1979,31-05-1979 00:00,10.639916,7,164,,Jim Henson,Adventure,Incorporated Television Company,United States Of America
11184,Kinsey,Released,En,0,0,118,2004,04-09-2004 00:00,6.799314,6.6,131,,Liam Neeson,Drama,Fox Searchlight Pictures,Germany
11186,Child's Play 2,Released,En,13000000,35763605,84,1990,09-11-1990 00:00,16.681567,5.8,308,,Alex Vincent,Drama,Universal Pictures,United States Of America
11190,The Return,Released,Ru,0,0,105,2003,25-06-2003 00:00,7.744166,7.4,100,,Vladimir Garin,Thriller,Ren Film,Russia
11191,Mystic Pizza,Released,En,0,0,104,1988,13-10-1988 00:00,6.379933,5.9,123,,Annabeth Gish,Comedy,Night Light Films,United States Of America
11194,Touching the Void,Released,En,0,13885802,106,2003,05-09-2003 00:00,14.045887,7.6,138,,Brendan Mackey,Documentary,Darlow Smithson Productions,United Kingdom
11199,Wild Hogs,Released,En,0,253625427,100,2007,02-03-2007 00:00,31.719463,5.6,648,,Tim Allen,Action,Wild Hogs Productions,United States Of America
11202,Patton,Released,En,12000000,89800000,172,1970,25-01-1970 00:00,21.933822,7.3,323,,George C. Scott,Drama,Twentieth Century Fox Film Corporation,United States Of America
11208,Wicker Park,Released,En,30000000,13001257,114,2004,03-09-2004 00:00,9.301562,6.7,157,,Josh Hartnett,Drama,Lakeshore Entertainment,United States Of America
11212,Baby's Day Out,Released,En,50000000,16671505,99,1994,01-07-1994 00:00,21.312186,5.8,274,,Joe Mantegna,Action,Twentieth Century Fox Film Corporation,United States Of America
11217,Club Dread,Released,En,8500000,5001655,104,2004,27-02-2004 00:00,2.62082,5.1,107,,Kevin Heffernan,Comedy,Fox Searchlight Pictures,United States Of America
11219,The Trouble with Harry,Released,En,1200000,7000000,99,1955,03-10-1955 00:00,6.920873,6.9,149,,Edmund Gwenn,Comedy,Paramount Pictures,United States Of America
11228,Daylight,Released,En,80000000,159212469,115,1996,06-12-1996 00:00,16.681269,5.8,378,,Sylvester Stallone,Action,Universal Pictures,United States Of America
11229,Freeway,Released,En,3000000,0,110,1996,23-08-1996 00:00,4.682881,6.5,95,,Kiefer Sutherland,Comedy,The Kushner-Locke Company,United States Of America
11232,Kate & Leopold,Released,En,0,0,118,2001,25-12-2001 00:00,11.940711,6,418,,Meg Ryan,Comedy,Miramax Films,United States Of America
11237,Anacondas: The Hunt for the Blood Orchid,Released,En,20000000,70992898,97,2004,26-08-2004 00:00,9.855474,4.9,199,,Johnny Messner,Adventure,Screen Gems,United States Of America
11240,My Beautiful Laundrette,Released,En,860000,2451545,97,1985,07-09-1985 00:00,3.703005,6.6,51,,Gordon Warnecke,Romance,Channel Four Films,United Kingdom
11247,A Cinderella Story,Released,En,19000000,70067909,95,2004,10-07-2004 00:00,25.28132,6.1,713,,Hilary Duff,Comedy,Gaylord Films,Canada
11249,Seed of Chucky,Released,En,12000000,24829644,87,2004,11-11-2004 00:00,12.653831,4.9,287,,Brad Dourif,Drama,Rogue Pictures,Romania
11253,Hellboy II: The Golden Army,Released,En,85000000,160388063,120,2008,11-07-2008 00:00,58.57976,6.5,1527,,Ron Perlman,Adventure,Universal Pictures,Germany
11257,A Room with a View,Released,En,3000000,20966644,117,1985,13-12-1985 00:00,7.961559,6.9,156,,Maggie Smith,Drama,Goldcrest Films International,United Kingdom
11258,Hard Rain,Released,En,70000000,19870567,97,1998,16-01-1998 00:00,10.930537,5.5,179,,Morgan Freeman,Thriller,Paramount Pictures,Denmark
11260,Meet Dave,Released,En,60000000,50650079,90,2008,08-07-2008 00:00,18.676291,5,371,,Eddie Murphy,Comedy,Twentieth Century Fox Film Corporation,United States Of America
11282,Harold & Kumar Go to White Castle,Released,En,9000000,23936908,88,2004,30-05-2004 00:00,18.514292,6.6,693,,John Cho,Comedy,New Line Cinema,United States Of America
11283,Nanny McPhee,Released,En,25000000,122489822,97,2005,21-10-2005 00:00,24.356483,6.4,711,,Emma Thompson,Fantasy,Universal Pictures,France
11284,Freddy's Dead: The Final Nightmare,Released,En,11000000,34872033,89,1991,05-09-1991 00:00,16.856231,5.1,272,,Robert Englund,Horror,New Line Cinema,United States Of America
11287,A League of Their Own,Released,En,40000000,107458785,128,1992,01-07-1992 00:00,21.661028,6.7,354,,Tom Hanks,Comedy,Columbia Pictures Corporation,United States Of America
11298,The Howling,Released,En,1000000,17985893,91,1981,03-04-1981 00:00,6.532855,6.4,161,,Patrick Macnee,Drama,Avco Embassy Pictures,United States Of America
11302,Bananas,Released,En,2000000,11833696,82,1971,28-04-1971 00:00,5.941852,6.7,165,,Woody Allen,Comedy,United Artists,United States Of America
11306,Extreme Measures,Released,En,38000000,17380126,118,1996,27-09-1996 00:00,3.426555,5.7,80,,Hugh Grant,Drama,Columbia Pictures,United States Of America
11308,The Hotel New Hampshire,Released,En,7500000,0,109,1984,09-03-1984 00:00,2.226412,5.8,26,,Rob Lowe,Comedy,Orion Pictures,Canada
11313,Hearts in Atlantis,Released,En,31000000,24185781,101,2001,07-09-2001 00:00,7.06762,6.4,131,,Anthony Hopkins,Drama,Castle Rock Entertainment,Australia
11321,Seven Pounds,Released,En,55000000,168167691,123,2008,18-12-2008 00:00,41.472404,7.5,2039,,Will Smith,Drama,Columbia Pictures,United States Of America
11322,Public Enemies,Released,En,80000000,214104620,140,2009,01-07-2009 00:00,33.691694,6.5,1344,,Christian Bale,History,Universal Pictures,United States Of America
11323,The Informant!,Released,En,22000000,35424826,108,2009,18-09-2009 00:00,17.772518,6,301,,Matt Damon,Drama,Section Eight,United States Of America
